parcel_id,vns_bldg_style,vns_bldg_use,vns_gla,vns_bldg_area_effective,vns_pct_good,cns_assess_val,bld_year_built,bld_effective_year_built,bld_grade,bld_condition,bld_units
56-9,,,,1539,90,210700,,,,,
56-9-100,,,,2072,70,223200,,,,,
56-10-100,,,,0,,0,,,,,
56-10-200,,,,3088,91,446900,,,,,
56-10-300,,,,0,,0,,,,,
56-11,,,,0,,0,,,,,
56-12,,,,0,,0,,,,,
56-13,,,,0,,0,,,,,
56-14,,,,1470,86,184700,,,,,
56-15,,,,0,,0,,,,,
56-15-100,,,,1011,83,53100,,,,,
56-15-200,,,,942,83,51100,,,,,
56-15-300,,,,719,79,38100,,,,,
56-15-400,,,,725,82,41100,,,,,
56-15-500,,,,1172,88,59700,,,,,
56-15-600,,,,958,79,42800,,,,,
56-15-700,,,,940,90,58600,,,,,
56-15-800,,,,951,90,58600,,,,,
56-15-900,,,,982,83,47800,,,,,
56-15-1000,,,,705,76,39600,,,,,
56-15-1100,,,,679,72,28300,,,,,
56-15-1200,,,,1031,83,46300,,,,,
56-15-1300,,,,,,,,,,,
56-15-1400,,,,778,79,30700,,,,,
56-15-1500,,,,983,83,50100,,,,,
56-15-1600,,,,603,79,27600,,,,,
56-15-1700,,,,752,83,44000,,,,,
56-15-1800,,,,746,79,29800,,,,,
56-15-1900,,,,1055,89,39400,,,,,
56-15-2000,,,,1039,91,66600,,,,,
56-15-2100,,,,941,93,61700,,,,,
56-15-2200,,,,1119,83,53200,,,,,
56-15-2300,,,,672,86,31100,,,,,
56-15-2400,,,,997,91,62700,,,,,
56-15-2500,,,,952,91,63900,,,,,
56-15-2600,,,,594,68,26500,,,,,
56-15-2700,,,,804,83,41700,,,,,
56-15-2800,,,,884,79,31900,,,,,
56-15-2900,,,,671,83,38800,,,,,
56-15-3000,,,,1091,91,68600,,,,,
56-15-3100,,,,1009,78,46600,,,,,
56-15-3200,,,,806,89,34500,,,,,
56-15-3300,,,,1110,82,33100,,,,,
56-15-3400,,,,893,88,52500,,,,,
56-15-3500,,,,1024,83,53100,,,,,
56-15-3600,,,,978,86,38700,,,,,
56-15-3700,,,,924,99,65200,,,,,
56-15-3800,,,,869,83,43000,,,,,
56-15-3900,,,,806,86,50500,,,,,
56-15-4000,,,,840,89,46200,,,,,
56-15-4100,,,,1114,90,71700,,,,,
56-15-4200,,,,793,87,48300,,,,,
56-15-4300,,,,827,72,25400,,,,,
56-15-4400,,,,1029,87,63200,,,,,
56-15-4500,,,,1110,78,49700,,,,,
56-15-4600,,,,1099,79,45500,,,,,
56-15-4700,,,,807,82,32400,,,,,
56-15-4800,,,,1071,88,56100,,,,,
56-15-4900,,,,1112,83,55400,,,,,
56-15-5000,,,,822,86,47400,,,,,
56-16,,,,0,,0,,,,,
58-1,,,,7657,60,330400,,,,,
58-2,,,,7478,60,278000,,,,,
58-3,,,,0,,0,,,,,
58-4,,,,2463,71,288400,,,,,
58-5,,,,1560,82,191300,,,,,
58-6,,,,2464,67,263800,,,,,
58-7,,,,1920,67,198100,,,,,
58-8,,,,3054,76,357900,,,,,
58-9,,,,2185,71,247600,,,,,
58-10,,,,2330,71,284600,,,,,
58-11,,,,2634,67,257800,,,,,
58-12,,,,0,,0,,,,,
58-13,,,,1859,71,232400,,,,,
58-14,,,,2042,67,212900,,,,,
58-15,,,,2123,67,171900,,,,,
58-16,,,,2476,67,267800,,,,,
58-17,,,,2536,67,259500,,,,,
58-18,,,,0,,0,,,,,
58-19,,,,1937,17,46500,,,,,
58-20,,,,2186,78,289600,,,,,
58-21-100,,,,2601,71,248800,,,,,
58-21-200,,,,2375,92,289300,,,,,
58-22,,,,1403,79,167600,,,,,
58-23,,,,2219,82,262200,,,,,
58-24,,,,1737,78,214600,,,,,
58-25,,,,1717,71,167700,,,,,
58-26,,,,1746,67,184700,,,,,
58-27,,,,1111,43,62000,,,,,
58-28,,,,1648,85,216500,,,,,
58-29,,,,2410,59,205500,,,,,
58-30,,,,1205,67,140900,,,,,
58-31,,,,0,,0,,,,,
58-32,,,,1847,67,186800,,,,,
58-33,,,,1643,67,197600,,,,,
58-34,,,,685,75,116700,,,,,
58-35,,,,1958,71,194100,,,,,
58-36,,,,1406,66,139100,,,,,
58-37,,,,1811,86,227300,,,,,
58-38,,,,1213,75,142900,,,,,
58-39,,,,1190,78,148200,,,,,
58-40,,,,1383,75,156900,,,,,
58-41,,,,1925,78,211000,,,,,
58-42,,,,1996,71,196200,,,,,
58-43,,,,1286,74,154600,,,,,
58-44,,,,1114,71,112500,,,,,
58-45,,,,1153,74,135800,,,,,
58-46,,,,1052,74,129400,,,,,
58-47,,,,3333,83,312600,,,,,
58-48,,,,3155,67,262100,,,,,
58-49,,,,2903,67,249000,,,,,
58-50,,,,2158,67,220800,,,,,
58-51,,,,3517,67,268500,,,,,
58-52,,,,2093,67,220600,,,,,
58-53,,,,2237,76,296300,,,,,
58-54,,,,1774,71,201000,,,,,
58-55,,,,1731,83,283000,,,,,
58-56,,,,2028,67,202700,,,,,
58-57,,,,2035,71,270000,,,,,
58-58,,,,1577,62,181200,,,,,
58-59,,,,6403,60,393300,,,,,
58-60,,,,6191,60,390400,,,,,
58-61,,,,3270,71,280800,,,,,
58-62,,,,4447,63,302500,,,,,
58-62,,,,7818,63,489800,,,,,
58-63,,,,1804,71,200700,,,,,
58-64,,,,1762,67,146900,,,,,
58-65,,,,5439,71,416500,,,,,
58-66,,,,2414,62,230200,,,,,
58-67,,,,1981,71,231100,,,,,
58-68,,,,543,67,78200,,,,,
58-68,,,,2393,76,308500,,,,,
58-69,,,,2910,71,299800,,,,,
58-70,,,,1754,71,196700,,,,,
58-71,,,,2150,71,225600,,,,,
58-72,,,,2178,71,223800,,,,,
58-73,,,,1401,78,182900,,,,,
58-74,,,,1708,74,207000,,,,,
58-75,,,,1828,71,200200,,,,,
58-76,,,,1774,67,180900,,,,,
58-77,,,,1522,67,164300,,,,,
58-78,,,,1431,67,158000,,,,,
58-79,,,,1945,71,224700,,,,,
58-80,,,,1781,71,212300,,,,,
58-81,,,,3423,76,356600,,,,,
58-82,,,,777,71,126800,,,,,
58-83,,,,2376,76,304300,,,,,
58-84,,,,1490,76,217100,,,,,
58-85,,,,1381,71,201800,,,,,
58-86,,,,0,,0,,,,,
58-87,,,,3294,78,359300,,,,,
58-88,,,,0,,0,,,,,
58-89,,,,3601,99,616900,,,,,
58-90,,,,2250,100,353200,,,,,
58-91,,,,1611,100,282900,,,,,
58-92,,,,0,,0,,,,,
58-93,,,,1469,97,246200,,,,,
58-94,,,,0,,0,,,,,
58-95,,,,0,,0,,,,,
58-96,,,,0,,0,,,,,
58-97,,,,0,,0,,,,,
58-98,,,,0,,0,,,,,
59-1,,,,2375,71,268800,,,,,
59-2,,,,1573,90,220000,,,,,
59-3,,,,2751,67,264000,,,,,
59-4,,,,2179,71,281900,,,,,
59-5,,,,2062,67,203600,,,,,
59-6,,,,1903,67,192000,,,,,
59-7,,,,2156,90,291100,,,,,
59-8,,,,1870,71,222300,,,,,
59-9,,,,1715,83,258200,,,,,
59-10,,,,2866,76,439300,,,,,
59-11,,,,3079,71,365800,,,,,
59-12,,,,2025,71,213800,,,,,
59-13,,,,2344,66,260300,,,,,
59-14,,,,5881,60,452700,,,,,
59-15,,,,1370,78,175200,,,,,
59-16,,,,1470,78,174400,,,,,
59-17,,,,1655,71,165700,,,,,
59-18,,,,8692,64,705600,,,,,
59-19,,,,0,,0,,,,,
59-20,,,,2277,71,224200,,,,,
59-21,,,,2132,67,200200,,,,,
59-22,,,,2785,71,261800,,,,,
59-23,,,,2139,67,236600,,,,,
59-24,,,,1677,62,151800,,,,,
59-25,,,,2033,71,222000,,,,,
59-26,,,,1378,78,177100,,,,,
59-27,,,,1529,67,147100,,,,,
59-28,,,,1217,75,155000,,,,,
59-29,,,,1685,75,197500,,,,,
59-30,,,,1315,86,173300,,,,,
59-31,,,,1831,74,209400,,,,,
59-32,,,,2191,75,231900,,,,,
59-33,,,,1383,79,183900,,,,,
59-34,,,,1175,87,184900,,,,,
59-35,,,,1541,71,192100,,,,,
59-36,,,,1349,87,194400,,,,,
59-37,,,,1388,71,161800,,,,,
59-38,,,,1324,67,147300,,,,,
59-39,,,,1607,67,168600,,,,,
59-40,,,,2579,71,296400,,,,,
59-41,,,,1175,82,172900,,,,,
59-42,,,,1457,52,99100,,,,,
59-43,,,,1623,74,188900,,,,,
59-44,,,,2039,79,248300,,,,,
59-45,,,,1462,75,180200,,,,,
59-46,,,,2149,71,228200,,,,,
59-47,,,,1870,62,180900,,,,,
59-48,,,,1685,71,154400,,,,,
59-49,,,,3165,71,391700,,,,,
59-50,,,,1585,71,165100,,,,,
59-51,,,,2534,90,335900,,,,,
59-52,,,,1636,71,199300,,,,,
59-53,,,,1431,76,194400,,,,,
59-54,,,,1697,67,170900,,,,,
59-55,,,,1701,87,197200,,,,,
59-57,,,,1786,78,205500,,,,,
59-58,,,,2706,82,312200,,,,,
59-59,,,,1518,74,177700,,,,,
59-60,,,,1401,79,182000,,,,,
59-61,,,,1831,71,162200,,,,,
59-62,,,,1750,83,216200,,,,,
59-63,,,,6105,66,402900,,,,,
59-63,,,,11664,66,755800,,,,,
59-63,,,,5460,66,367500,,,,,
59-64,,,,0,,0,,,,,
59-65,,,,1260,79,158000,,,,,
59-66,,,,3571,79,323500,,,,,
59-67,,,,2497,79,294600,,,,,
59-68,,,,2427,79,271500,,,,,
59-69,,,,2958,83,355000,,,,,
59-70,,,,1822,79,218600,,,,,
59-71,,,,1515,83,207000,,,,,
59-72,,,,1541,83,213400,,,,,
59-73,,,,1365,86,171700,,,,,
59-74,,,,1759,79,197300,,,,,
59-75,,,,1555,79,171800,,,,,
59-76,,,,2001,83,237100,,,,,
59-77,,,,2368,78,265200,,,,,
59-78,,,,2882,71,197800,,,,,
63-1,,,,2343,45,142400,,,,,
63-2,,,,2014,67,212400,,,,,
63-4,,,,0,,0,,,,,
64-1,,,,0,,0,,,,,
64-2,,,,595,34,8100,,,,,
64-2,,,,3728,34,61000,,,,,
64-3,,,,818,71,104600,,,,,
64-4,,,,1367,91,222400,,,,,
64-5,,,,1786,91,251600,,,,,
64-6,,,,1467,87,213100,,,,,
64-7,,,,48700,99,5103300,,,,,
64-8,,,,0,,0,,,,,
64-9,,,,154984,85,49729200,,,,,
64-10,,,,1924,79,227500,,,,,
64-11,,,,2275,75,237800,,,,,
64-12,,,,4291,61,352600,,,,,
64-13,,,,12894,93,1240000,,,,,
64-15,,,,1967,60,142100,,,,,
64-16,,,,3403,64,488000,,,,,
64-17,,,,0,,0,,,,,
64-19,,,,25765,70,1826500,,,,,
64-21,,,,76081,96,13044300,,,,,
64-22,,,,6461,96,1292600,,,,,
64-23,,,,5720,60,204800,,,,,
64-23,,,,12022,60,1080600,,,,,
64-25,,,,0,,0,,,,,
64-29,,,,16408,54,334800,,,,,
64-30,,,,16152,73,1546000,,,,,
64-32,,,,6908,78,1115300,,,,,
64-32-100,,,,8172,87,1173100,,,,,
64-33,,,,3376,60,133800,,,,,
64-33,,,,155491,60,14921700,,,,,
64-33,,,,402,85,50400,,,,,
64-34,,,,0,,0,,,,,
72-1,,,,4608,61,278100,,,,,
72-2,,,,4791,61,352800,,,,,
72-3,,,,1277,61,68600,,,,,
72-4,,,,7552,55,266100,,,,,
72-5,,,,494,60,22900,,,,,
72-5,,,,3740,0,0,,,,,
72-5-T,,,,3740,75,146400,,,,,
72-5-100,,,,2217,60,185100,,,,,
72-5-200,,,,3243,60,100400,,,,,
72-5-400,,,,3269,55,98500,,,,,
72-5-400,,,,11037,87,950300,,,,,
72-5-70300,,,,0,,0,,,,,
72-5-70600,,,,3271,39,50400,,,,,
72-6,,,,0,,0,,,,,
72-8,,,,3240,60,125300,,,,,
72-9,,,,4534,61,140700,,,,,
72-10,,,,4849,75,155500,,,,,
72-11,,,,1307,60,92000,,,,,
72-12,,,,3701,66,395500,,,,,
72-13,,,,5077,64,418700,,,,,
72-14,,,,3211,60,430500,,,,,
72-15,,,,4506,66,379300,,,,,
72-16,,,,2065,67,354500,,,,,
72-17,,,,6889,83,419400,,,,,
72-18,,,,15216,60,602900,,,,,
72-19,,,,3295,73,593200,,,,,
72-20,,,,9870,70,485000,,,,,
72-20,,,,7872,73,874700,,,,,
72-21,,,,0,,0,,,,,
72-22,,,,8625,63,405100,,,,,
72-23,,,,1924,71,102800,,,,,
72-24,,,,5292,55,202200,,,,,
72-25,,,,8160,55,179700,,,,,
72-26,,,,4378,70,386700,,,,,
72-28,,,,3780,60,229000,,,,,
72-30,,,,3280,86,720200,,,,,
72-31,,,,3897,62,275900,,,,,
72-32,,,,4206,34,162400,,,,,
72-33,,,,3462,70,349400,,,,,
72-34,,,,1218,57,72700,,,,,
72-35,,,,5079,71,604600,,,,,
72-36,,,,2243,76,286200,,,,,
72-37,,,,1190,71,141900,,,,,
72-38,,,,2674,71,284800,,,,,
72-39,,,,2867,67,278300,,,,,
72-40,,,,2799,83,379800,,,,,
72-41,,,,1431,87,201500,,,,,
72-42,,,,3236,71,249000,,,,,
72-43,,,,3508,67,275300,,,,,
72-44,,,,3615,62,233200,,,,,
72-45,,,,3785,67,285000,,,,,
72-46,,,,6149,60,354200,,,,,
72-47,,,,2310,87,228000,,,,,
72-48,,,,3052,71,261400,,,,,
72-48-100,,,,0,,0,,,,,
72-49,,,,2977,76,342700,,,,,
72-50,,,,2647,71,317500,,,,,
72-51,,,,2569,62,229200,,,,,
72-52,,,,1145,83,161000,,,,,
72-53,,,,3336,63,269100,,,,,
72-54,,,,2829,62,215400,,,,,
72-55,,,,0,,0,,,,,
72-56,,,,2771,76,326700,,,,,
72-57,,,,1263,79,155900,,,,,
72-58,,,,1284,79,163700,,,,,
72-59,,,,1096,67,116200,,,,,
72-60,,,,1948,60,191200,,,,,
72-61,,,,1157,71,169300,,,,,
72-62,,,,1189,71,160100,,,,,
72-63,,,,1203,67,154000,,,,,
72-64,,,,3037,63,128900,,,,,
72-65,,,,3255,60,229700,,,,,
72-65,,,,3250,60,229400,,,,,
72-66,,,,1161,60,102100,,,,,
72-67,,,,7830,60,321200,,,,,
72-68,,,,6058,61,335600,,,,,
72-68,,,,2393,61,146300,,,,,
72-69,,,,2316,60,235200,,,,,
72-70,,,,0,,0,,,,,
72-71,,,,15272,85,2947300,,,,,
72-71-100,,,,0,,0,,,,,
72-73,,,,3235,60,245700,,,,,
72-74,,,,3809,61,277700,,,,,
72-75,,,,4187,57,242200,,,,,
72-76,,,,27333,97,2376400,,,,,
72-78,,,,6344,70,792900,,,,,
72-79,,,,0,,0,,,,,
72-80,,,,5263,50,222800,,,,,
72-81,,,,7165,60,448000,,,,,
72-82,,,,2387,55,178200,,,,,
72-83,,,,8009,60,165100,,,,,
72-83-200,,,,2750,60,246100,,,,,
72-84,,,,3230,60,239200,,,,,
72-85,,,,2011,71,217800,,,,,
72-86,,,,1679,62,141100,,,,,
72-87,,,,2530,55,121800,,,,,
72-88,,,,6803,50,349800,,,,,
72-89,,,,1516,70,191600,,,,,
72-90,,,,0,,0,,,,,
73-1,,,,2776,67,241800,,,,,
73-2,,,,1393,71,193800,,,,,
73-3,,,,2844,71,347200,,,,,
73-4,,,,1975,83,280200,,,,,
73-5,,,,2020,71,240500,,,,,
73-6,,,,2761,71,305600,,,,,
73-7,,,,4368,60,253700,,,,,
73-7-100,,,,,,,,,,,
73-8,,,,2296,71,240000,,,,,
73-9,,,,2745,62,207400,,,,,
73-10,,,,2550,71,303200,,,,,
73-11,,,,1638,86,231000,,,,,
73-12,,,,2262,67,248200,,,,,
73-13,,,,1767,92,249500,,,,,
73-14,,,,1406,74,188400,,,,,
73-15,,,,1884,71,202700,,,,,
73-16,,,,1776,71,230900,,,,,
73-17,,,,2411,74,279500,,,,,
73-17-100,,,,2535,74,292200,,,,,
73-18,,,,1638,90,243800,,,,,
73-19,,,,2778,67,274200,,,,,
73-20,,,,2084,90,285400,,,,,
73-20,,,,780,99,142900,,,,,
73-21,,,,2338,78,305000,,,,,
73-22,,,,1587,71,207800,,,,,
73-23,,,,1863,71,223600,,,,,
73-24,,,,1490,67,135200,,,,,
73-25,,,,1435,79,185200,,,,,
73-26,,,,1789,76,236700,,,,,
73-27,,,,1972,83,257500,,,,,
73-28,,,,925,71,147300,,,,,
73-29,,,,4407,99,1128300,,,,,
73-31,,,,1682,83,227000,,,,,
73-32,,,,3217,86,340600,,,,,
73-33,,,,1811,82,218900,,,,,
73-34,,,,1923,90,259100,,,,,
73-35,,,,2023,86,285800,,,,,
73-36,,,,2522,86,324500,,,,,
73-37,,,,3339,83,376500,,,,,
73-39,,,,2454,78,272800,,,,,
73-40,,,,1879,78,227400,,,,,
73-41,,,,0,,0,,,,,
73-42,,,,1879,71,234500,,,,,
73-43,,,,3228,67,316000,,,,,
73-44,,,,1985,67,210800,,,,,
73-45,,,,1917,71,220400,,,,,
73-46,,,,1461,67,197100,,,,,
73-47,,,,1686,83,255400,,,,,
73-48,,,,1597,75,186700,,,,,
73-49,,,,1442,71,162400,,,,,
73-50,,,,1600,75,193600,,,,,
73-51,,,,1529,78,199000,,,,,
73-52,,,,1669,78,202800,,,,,
73-53,,,,1488,75,184400,,,,,
73-54,,,,2351,75,291500,,,,,
73-55,,,,2188,78,248100,,,,,
73-56,,,,1999,71,204500,,,,,
73-57,,,,1597,94,291000,,,,,
73-58,,,,1930,57,177900,,,,,
73-59,,,,2050,71,235800,,,,,
73-60,,,,2674,71,286000,,,,,
73-61,,,,2055,67,215500,,,,,
73-62,,,,1365,71,168700,,,,,
73-63,,,,2216,71,249300,,,,,
73-64,,,,5122,71,601500,,,,,
73-65,,,,2542,67,222500,,,,,
73-65-100,,,,,,,,,,,
73-67,,,,7514,50,216900,,,,,
73-68,,,,2120,71,276200,,,,,
73-69,,,,3218,67,328700,,,,,
73-70,,,,2879,61,211500,,,,,
73-70,,,,5536,61,392900,,,,,
73-70-100,,,,,,,,,,,
73-71,,,,2481,76,307500,,,,,
73-72,,,,1985,71,215300,,,,,
73-73,,,,2358,71,261400,,,,,
73-74,,,,1835,71,201200,,,,,
73-75,,,,1600,57,138900,,,,,
73-76,,,,2011,79,223200,,,,,
73-77-101,,,,1566,81,230500,,,,,
73-77-203,,,,1563,81,219200,,,,,
73-77-301,,,,1715,81,241300,,,,,
73-77-403,,,,1756,81,232000,,,,,
73-77-501,,,,1573,81,223100,,,,,
73-77-603,,,,1424,88,225000,,,,,
73-77-701,,,,1351,81,201600,,,,,
73-77-803,,,,1345,81,201100,,,,,
73-77-902,,,,1355,81,201900,,,,,
73-77-1004,,,,1590,88,246400,,,,,
73-77-1102,,,,1434,81,207900,,,,,
73-77-1204,,,,1543,81,222300,,,,,
73-77-1302,,,,1768,81,233000,,,,,
73-77-1404,,,,1495,81,202200,,,,,
73-77-1502,,,,1530,81,216900,,,,,
73-77-1604,,,,1312,81,198700,,,,,
73-77-1709,,,,1953,81,268300,,,,,
73-77-1805,,,,1508,81,207100,,,,,
73-77-1909,,,,1998,81,251400,,,,,
73-77-2005,,,,1667,81,237900,,,,,
73-77-2109,,,,1495,81,217100,,,,,
73-77-2205,,,,1450,81,214600,,,,,
73-77-2309,,,,1945,81,263500,,,,,
73-77-2405,,,,1467,81,223800,,,,,
73-77-2508,,,,1975,81,250400,,,,,
73-77-2606,,,,1401,81,205100,,,,,
73-77-2708,,,,1488,81,216500,,,,,
73-77-2806,,,,1490,81,222000,,,,,
73-77-2908,,,,1699,81,242300,,,,,
73-77-3006,,,,1667,81,237900,,,,,
73-77-3108,,,,1903,81,256000,,,,,
73-77-3206,,,,1903,81,266100,,,,,
73-77-3307,,,,1917,81,261300,,,,,
73-77-3415,,,,1914,81,248900,,,,,
73-77-3507,,,,1539,81,217400,,,,,
73-77-3615,,,,1532,88,252500,,,,,
73-77-3707,,,,1474,81,233600,,,,,
73-77-3815,,,,1541,81,216500,,,,,
73-77-3907,,,,1746,81,273700,,,,,
73-77-4015,,,,1935,81,265400,,,,,
73-77-4110,,,,1668,81,246400,,,,,
73-77-4214,,,,1922,81,257400,,,,,
73-77-4310,,,,1842,81,239000,,,,,
73-77-4414,,,,1485,81,224200,,,,,
73-77-4510,,,,1527,81,225200,,,,,
73-77-4614,,,,1684,81,231200,,,,,
73-77-4710,,,,1971,84,270800,,,,,
73-77-4814,,,,1961,81,260400,,,,,
73-77-4911,,,,1984,81,266400,,,,,
73-77-5013,,,,1941,81,268500,,,,,
73-77-5111,,,,1812,81,237700,,,,,
73-77-5213,,,,1705,81,232700,,,,,
73-77-5311,,,,2020,81,269100,,,,,
73-77-5413,,,,1562,90,251700,,,,,
73-77-5511,,,,1922,81,269600,,,,,
73-77-5613,,,,1930,81,250100,,,,,
73-77-5712,,,,1903,84,265400,,,,,
73-77-5816,,,,1928,81,262100,,,,,
73-77-5912,,,,1702,81,247400,,,,,
73-77-6016,,,,1548,81,222300,,,,,
73-77-6112,,,,1535,81,220200,,,,,
73-77-6216,,,,1667,81,237900,,,,,
73-77-6312,,,,1917,81,261300,,,,,
73-77-6416,,,,1936,81,263800,,,,,
73-78,,,,3425,61,245600,,,,,
73-79,,,,2100,67,205700,,,,,
73-80,,,,1930,71,227400,,,,,
73-81,,,,1327,71,177100,,,,,
73-82,,,,1582,67,194600,,,,,
73-83,,,,1786,76,226500,,,,,
73-84,,,,1894,76,254000,,,,,
73-85,,,,2015,71,227200,,,,,
73-86,,,,1623,87,220100,,,,,
73-87,,,,2662,62,260800,,,,,
73-88,,,,2866,67,270900,,,,,
73-88-E,,,,9596,60,884200,,,,,
73-89,,,,1251,79,177000,,,,,
73-90,,,,0,,0,,,,,
73-91,,,,21295,66,1214200,,,,,
73-91,,,,21274,66,1213300,,,,,
73-91,,,,21276,66,1213400,,,,,
73-91,,,,21276,66,1213400,,,,,
73-92,,,,2459,66,233800,,,,,
73-93,,,,33478,61,3541000,,,,,
73-94,,,,0,,0,,,,,
73-95,,,,12495,66,687700,,,,,
73-95,,,,16477,66,889400,,,,,
73-95,,,,16477,66,889900,,,,,
73-96,,,,12419,66,775300,,,,,
73-96,,,,15621,66,963100,,,,,
73-96,,,,20925,66,1241400,,,,,
73-96,,,,941,98,107600,,,,,
73-97,,,,6908,71,670100,,,,,
74-1-100,,,,1332,91,204400,,,,,
74-1-200,,,,4424,90,540100,,,,,
74-3-101,,,,0,,0,,,,,
74-3-102,,,,0,,0,,,,,
74-3-103,,,,0,,0,,,,,
74-3-104,,,,0,,0,,,,,
74-3-105,,,,0,,0,,,,,
74-3-106,,,,0,,0,,,,,
74-3-107,,,,0,,0,,,,,
74-3-108,,,,0,,0,,,,,
74-3-109,,,,0,,0,,,,,
74-3-110,,,,0,,0,,,,,
74-3-111,,,,0,,0,,,,,
74-3-112,,,,0,,0,,,,,
74-3-113,,,,0,,0,,,,,
74-3-114,,,,0,,0,,,,,
74-3-115,,,,0,,0,,,,,
74-3-116,,,,0,,0,,,,,
74-3-117,,,,0,,0,,,,,
74-3-118,,,,0,,0,,,,,
74-3-119,,,,0,,0,,,,,
74-3-120,,,,0,,0,,,,,
74-3-121,,,,0,,0,,,,,
74-3-122,,,,0,,0,,,,,
74-3-123,,,,0,,0,,,,,
74-3-124,,,,0,,0,,,,,
74-3-125,,,,0,,0,,,,,
74-3-126,,,,0,,0,,,,,
74-3-127,,,,0,,0,,,,,
74-3-128,,,,0,,0,,,,,
74-3-129,,,,0,,0,,,,,
74-3-130,,,,0,,0,,,,,
74-3-131,,,,0,,0,,,,,
74-3-132,,,,0,,0,,,,,
74-3-133,,,,0,,0,,,,,
74-3-134,,,,0,,0,,,,,
74-3-135,,,,0,,0,,,,,
74-3-136,,,,0,,0,,,,,
74-3-137,,,,0,,0,,,,,
74-3-138,,,,0,,0,,,,,
74-3-139,,,,0,,0,,,,,
74-3-140,,,,0,,0,,,,,
74-3-141,,,,0,,0,,,,,
74-3-142,,,,0,,0,,,,,
74-3-143,,,,0,,0,,,,,
74-3-144,,,,0,,0,,,,,
74-3-145,,,,0,,0,,,,,
74-3-146,,,,0,,0,,,,,
74-3-147,,,,2812,96,428900,,,,,
74-3-148,,,,3139,96,449400,,,,,
74-3-149,,,,2458,97,376100,,,,,
74-3-150,,,,2196,96,343400,,,,,
74-3-151,,,,2232,96,350000,,,,,
74-3-152,,,,2441,99,401800,,,,,
74-3-153,,,,2455,96,399400,,,,,
74-3-154,,,,2996,100,465700,,,,,
74-3-155,,,,2184,100,357000,,,,,
74-3-156,,,,2579,100,395700,,,,,
74-3-157,,,,2515,100,388600,,,,,
74-3-158,,,,2191,100,357300,,,,,
74-3-159,,,,2294,100,371300,,,,,
74-3-160,,,,2811,100,433900,,,,,
74-3-161,,,,2455,99,395700,,,,,
74-3-162,,,,2294,99,373800,,,,,
74-3-163,,,,2822,99,423600,,,,,
74-3-164,,,,2818,92,405400,,,,,
74-3-165,,,,3969,92,588800,,,,,
74-3-166,,,,3202,92,494500,,,,,
74-3-167,,,,2244,95,340300,,,,,
74-3-168,,,,2418,95,374000,,,,,
74-3-169,,,,1907,92,283800,,,,,
74-3-170,,,,0,,0,,,,,
74-3-171,,,,2454,93,352900,,,,,
74-3-172,,,,0,,0,,,,,
74-3-173,,,,2639,95,383600,,,,,
74-3-174,,,,0,,0,,,,,
74-3-175,,,,2812,95,413000,,,,,
74-3-176,,,,2770,92,423900,,,,,
74-3-177,,,,3022,92,448000,,,,,
74-3-178,,,,2883,95,418300,,,,,
74-3-179,,,,2750,97,470900,,,,,
74-3-180,,,,2822,99,430700,,,,,
74-3-181,,,,2278,100,375900,,,,,
74-3-182,,,,1825,100,321100,,,,,
74-3-183,,,,2811,100,422100,,,,,
74-3-184,,,,1811,100,311500,,,,,
74-3-185,,,,2180,100,346500,,,,,
74-3-186,,,,2182,100,347600,,,,,
74-3-187,,,,2294,97,358500,,,,,
74-3-188,,,,2525,99,396100,,,,,
74-3-189,,,,2230,99,350000,,,,,
74-3-190,,,,2294,99,369400,,,,,
74-3-191,,,,2455,99,382800,,,,,
74-3-192,,,,2664,99,458300,,,,,
74-3-193,,,,2230,99,368600,,,,,
74-3-194,,,,2948,99,503000,,,,,
74-3-195,,,,2933,99,456700,,,,,
74-3-196,,,,2525,99,396900,,,,,
74-3-197,,,,2294,99,363200,,,,,
74-3-198,,,,2525,99,401900,,,,,
74-3-199,,,,2294,99,363200,,,,,
74-3-200,,,,2460,97,373400,,,,,
74-3-201,,,,2294,97,356500,,,,,
74-3-202,,,,2811,96,406000,,,,,
74-3-203,,,,2244,99,362200,,,,,
74-3-204,,,,2325,100,401300,,,,,
74-3-205,,,,2843,100,435100,,,,,
74-3-206,,,,2529,98,390300,,,,,
74-3-207,,,,2958,98,444900,,,,,
74-3-208,,,,2621,95,384600,,,,,
74-3-209,,,,3197,40,196000,,,,,
74-3-301,,,,2056,92,347000,,,,,
74-3-302,,,,2056,92,344000,,,,,
74-3-303,,,,2056,92,348100,,,,,
74-3-304,,,,2056,92,345200,,,,,
74-3-311,,,,0,,0,,,,,
74-3-312,,,,0,,0,,,,,
74-3-313,,,,0,,0,,,,,
74-3-314,,,,0,,0,,,,,
74-3-321,,,,0,,0,,,,,
74-3-322,,,,0,,0,,,,,
74-3-323,,,,0,,0,,,,,
74-3-324,,,,0,,0,,,,,
74-3-331,,,,0,,0,,,,,
74-3-332,,,,0,,0,,,,,
74-3-333,,,,0,,0,,,,,
74-3-334,,,,0,,0,,,,,
74-3-341,,,,0,,0,,,,,
74-3-342,,,,0,,0,,,,,
74-3-343,,,,0,,0,,,,,
74-3-344,,,,0,,0,,,,,
74-3-345,,,,0,,0,,,,,
74-3-346,,,,0,,0,,,,,
74-3-351,,,,0,,0,,,,,
74-3-352,,,,0,,0,,,,,
